,d1,d1s,d2,d2s,f1,f1s,f2,f2s,f3,f3s,t1,t1s,r1,r1s,cd1,cd1s,cd2,cd2s,cf1,cf1s,cf2,cf2s,cf3,cf3s,ct1,ct1s,cr1,cr1s
3844,1,1,4,2,12,4,2,2,1,2,4,2,6,1,1,1,4,2,12,4,2,2,1,2,4,2,6,1
3845,4,1,4,3,12,4,12,3,9,1,11,3,2,4,4,1,4,3,12,4,12,3,9,1,11,3,2,4
3846,12,4,8,2,4,4,11,3,1,4,5,3,10,1,12,4,8,2,4,4,11,3,1,4,5,3,10,1
3847,2,1,9,2,3,4,7,2,4,4,6,1,7,1,2,1,9,2,3,4,7,2,4,4,6,1,7,1
3848,5,2,8,1,11,1,12,4,12,4,8,1,7,2,5,2,8,1,11,1,12,4,12,4,8,1,7,2
3849,13,2,8,3,12,3,2,1,1,2,4,4,12,2,13,2,8,3,12,3,2,1,1,2,4,4,12,2
3850,9,4,7,2,2,4,8,2,6,1,7,2,6,2,9,4,7,2,2,4,8,2,6,1,7,2,6,2
3851,7,3,5,4,4,4,12,1,6,3,4,2,5,2,7,3,5,4,4,4,12,1,6,3,4,2,5,2
3852,13,4,11,1,8,4,10,3,4,1,13,3,5,1,13,4,11,1,8,4,10,3,4,1,13,3,5,1
3853,9,1,9,4,6,4,5,4,8,3,1,3,13,3,9,1,9,4,6,4,5,4,8,3,1,3,13,3
3854,7,2,7,2,1,4,13,1,11,1,13,1,12,2,7,2,7,2,1,4,13,1,11,1,13,1,12,2
3855,13,3,1,4,11,2,12,3,12,2,4,4,2,4,13,3,1,4,11,2,12,3,12,2,4,4,2,4
3856,5,3,10,2,10,4,13,3,3,2,6,4,2,2,5,3,10,2,10,4,13,3,3,2,6,4,2,2
3857,8,2,11,3,8,2,9,3,1,3,8,2,2,1,8,2,11,3,8,2,9,3,1,3,8,2,2,1
3858,6,3,7,2,12,2,11,1,13,4,8,2,2,2,6,3,7,2,12,2,11,1,13,4,8,2,2,2
3859,11,2,2,3,4,2,13,4,1,2,11,1,12,2,11,2,2,3,4,2,13,4,1,2,11,1,12,2
3860,4,4,1,2,6,4,4,2,11,4,11,1,4,4,4,4,1,2,6,4,4,2,11,4,11,1,4,4
3861,13,2,8,2,4,3,6,2,7,2,1,2,9,3,13,2,8,2,4,3,6,2,7,2,1,2,9,3
3862,1,1,6,1,10,4,6,2,10,4,8,4,7,2,1,1,6,1,10,4,6,2,10,4,8,4,7,2
3863,7,2,1,3,8,1,13,4,4,1,5,1,9,3,7,2,1,3,8,1,13,4,4,1,5,1,9,3
3864,8,4,4,1,8,2,8,1,8,2,4,3,11,3,8,4,4,1,8,2,8,1,8,2,4,3,11,3
3865,9,1,1,2,5,2,3,3,11,2,1,3,9,1,9,1,1,2,5,2,3,3,11,2,1,3,9,1
3866,4,3,4,4,10,2,7,1,13,1,10,2,12,3,4,3,4,4,10,2,7,1,13,1,10,2,12,3
3867,6,4,8,4,5,4,9,1,8,4,6,3,5,1,6,4,8,4,5,4,9,1,8,4,6,3,5,1
3868,1,2,9,2,1,1,9,1,6,2,4,2,1,2,1,2,9,2,1,1,9,1,6,2,4,2,1,2
3869,2,4,13,1,9,1,2,1,5,3,7,1,6,2,2,4,13,1,9,1,2,1,5,3,7,1,6,2
3870,9,3,13,4,12,3,4,4,8,2,13,1,1,1,9,3,13,4,12,3,4,4,8,2,13,1,1,1
3871,13,4,3,4,2,3,13,4,4,1,8,2,5,3,13,4,3,4,2,3,13,4,4,1,8,2,5,3
3872,11,2,5,4,3,1,3,2,8,4,5,1,13,2,11,2,5,4,3,1,3,2,8,4,5,1,13,2
3873,4,1,3,1,12,4,13,2,5,4,10,2,12,3,4,1,3,1,12,4,13,2,5,4,10,2,12,3
3874,4,2,10,1,8,4,8,1,2,4,4,3,11,4,4,2,10,1,8,4,8,1,2,4,4,3,11,4
3875,6,3,9,3,5,2,11,3,4,2,13,1,7,1,6,3,9,3,5,2,11,3,4,2,13,1,7,1
3876,5,3,10,3,4,3,13,4,6,1,2,2,2,2,5,3,10,3,4,3,13,4,6,1,2,2,2,2
3877,12,2,5,4,13,4,9,1,5,1,11,2,12,3,12,2,5,4,13,4,9,1,5,1,11,2,12,3
3878,12,2,3,2,11,3,4,1,8,2,11,2,1,4,12,2,3,2,11,3,4,1,8,2,11,2,1,4
3879,11,1,11,2,8,3,2,1,8,3,2,4,3,2,11,1,11,2,8,3,2,1,8,3,2,4,3,2
3880,12,3,10,2,3,3,5,2,4,1,13,2,12,1,12,3,10,2,3,3,5,2,4,1,13,2,12,1
3881,5,4,1,1,6,3,6,4,1,1,2,1,8,4,5,4,1,1,6,3,6,4,1,1,2,1,8,4
3882,4,1,10,3,8,1,2,2,4,1,7,2,4,2,4,1,10,3,8,1,2,2,4,1,7,2,4,2
3883,8,4,4,2,1,4,2,3,3,1,5,2,12,4,8,4,4,2,1,4,2,3,3,1,5,2,12,4
3884,1,3,1,1,2,4,12,3,1,2,6,3,1,4,1,3,1,1,2,4,12,3,1,2,6,3,1,4
3885,12,2,13,3,1,2,9,1,2,2,9,4,10,4,12,2,13,3,1,2,9,1,2,2,9,4,10,4
3886,13,2,1,2,12,4,12,2,10,2,1,4,3,3,13,2,1,2,12,4,12,2,10,2,1,4,3,3
3887,11,1,6,3,10,3,8,1,5,2,7,2,9,1,11,1,6,3,10,3,8,1,5,2,7,2,9,1
3888,9,1,4,3,1,3,12,2,2,1,12,3,7,1,9,1,4,3,1,3,12,2,2,1,12,3,7,1
3889,7,1,2,2,6,4,5,4,1,1,8,3,8,4,7,1,2,2,6,4,5,4,1,1,8,3,8,4
3890,11,2,9,3,3,4,11,3,6,2,11,2,6,3,11,2,9,3,3,4,11,3,6,2,11,2,6,3
3891,5,4,6,3,13,1,5,2,6,2,11,2,1,4,5,4,6,3,13,1,5,2,6,2,11,2,1,4
3892,9,2,3,3,6,2,1,4,13,4,7,3,3,4,9,2,3,3,6,2,1,4,13,4,7,3,3,4
3893,4,1,9,3,7,4,4,4,4,3,9,4,2,1,4,1,9,3,7,4,4,4,4,3,9,4,2,1
3894,5,1,2,1,4,4,6,2,12,4,2,1,6,3,5,1,2,1,4,4,6,2,12,4,2,1,6,3
3895,2,2,4,4,6,4,7,4,3,4,11,1,4,1,2,2,4,4,6,4,7,4,3,4,11,1,4,1
3896,8,3,5,3,6,1,7,4,2,3,6,4,6,1,8,3,5,3,6,1,7,4,2,3,6,4,6,1
3897,7,2,13,3,1,3,2,4,7,1,6,3,10,1,7,2,13,3,1,3,2,4,7,1,6,3,10,1
3898,9,3,13,3,3,4,4,4,5,1,3,4,10,3,9,3,13,3,3,4,4,4,5,1,3,4,10,3
3899,2,2,2,4,2,3,9,3,7,1,9,4,13,4,2,2,2,4,2,3,9,3,7,1,9,4,13,4
3900,13,1,6,4,5,2,11,2,13,1,11,4,10,2,13,1,6,4,5,2,11,2,13,1,11,4,10,2
3901,2,1,8,2,7,4,9,3,1,3,2,4,4,3,2,1,8,2,7,4,9,3,1,3,2,4,4,3
3902,12,3,13,4,2,4,5,1,5,2,4,4,9,3,12,3,13,4,2,4,5,1,5,2,4,4,9,3
3903,3,2,12,2,12,3,1,4,11,3,1,4,13,1,3,2,12,2,12,3,1,4,11,3,1,4,13,1
3904,10,4,6,4,9,4,6,2,9,4,13,3,9,1,10,4,6,4,9,4,6,2,9,4,13,3,9,1
3905,1,3,2,2,4,2,6,2,10,3,9,4,3,1,1,3,2,2,4,2,6,2,10,3,9,4,3,1
3906,1,2,4,2,7,1,2,2,11,3,2,3,4,4,1,2,4,2,7,1,2,2,11,3,2,3,4,4
3907,12,2,9,3,1,2,1,4,7,2,5,1,4,3,12,2,9,3,1,2,1,4,7,2,5,1,4,3
3908,2,1,4,3,3,4,11,2,4,1,11,2,2,4,2,1,4,3,3,4,11,2,4,1,11,2,2,4
3909,7,3,5,4,3,4,3,1,4,2,10,4,5,4,7,3,5,4,3,4,3,1,4,2,10,4,5,4
3910,2,4,3,4,9,4,10,3,10,2,3,4,2,3,2,4,3,4,9,4,10,3,10,2,3,4,2,3
3911,1,1,2,4,3,3,4,4,13,2,10,3,2,4,1,1,2,4,3,3,4,4,13,2,10,3,2,4
3912,11,3,6,4,2,1,3,2,4,4,3,2,4,4,11,3,6,4,2,1,3,2,4,4,3,2,4,4
3913,2,4,12,4,4,3,2,4,3,1,3,2,6,3,2,4,12,4,4,3,2,4,3,1,3,2,6,3
3914,10,1,8,4,2,2,13,4,12,4,8,2,2,1,10,1,8,4,2,2,13,4,12,4,8,2,2,1
3915,3,3,2,1,9,4,7,2,13,1,9,3,3,4,3,3,2,1,9,4,7,2,13,1,9,3,3,4
3916,6,4,11,4,3,4,13,4,9,4,2,2,13,3,6,4,11,4,3,4,13,4,9,4,2,2,13,3
3917,10,4,3,3,5,4,4,3,9,3,12,2,12,2,10,4,3,3,5,4,4,3,9,3,12,2,12,2
3918,2,4,9,3,8,2,11,3,4,2,12,4,13,3,2,4,9,3,8,2,11,3,4,2,12,4,13,3
3919,6,3,10,1,8,4,5,1,5,4,7,3,7,2,6,3,10,1,8,4,5,1,5,4,7,3,7,2
3920,8,3,4,4,6,2,8,2,7,4,2,4,10,3,8,3,4,4,6,2,8,2,7,4,2,4,10,3
3921,3,1,4,1,9,3,8,4,8,2,5,4,8,4,3,1,4,1,9,3,8,4,8,2,5,4,8,4
3922,6,1,8,2,11,3,4,1,11,2,10,3,8,1,6,1,8,2,11,3,4,1,11,2,10,3,8,1
3923,1,4,10,3,11,3,9,4,9,2,1,3,1,2,1,4,10,3,11,3,9,4,9,2,1,3,1,2
3924,6,4,3,4,10,4,13,4,13,4,3,2,5,4,6,4,3,4,10,4,13,4,13,4,3,2,5,4
3925,7,3,12,2,5,3,4,2,13,1,12,4,5,1,7,3,12,2,5,3,4,2,13,1,12,4,5,1
3926,5,1,7,1,8,3,12,3,5,3,2,2,10,3,5,1,7,1,8,3,12,3,5,3,2,2,10,3
3927,3,2,8,4,13,3,8,2,5,2,5,2,6,1,3,2,8,4,13,3,8,2,5,2,5,2,6,1
3928,7,2,5,1,13,2,8,1,4,2,3,3,12,2,7,2,5,1,13,2,8,1,4,2,3,3,12,2
3929,1,1,13,3,1,1,4,1,9,1,9,3,13,4,1,1,13,3,1,1,4,1,9,1,9,3,13,4
3930,6,4,6,2,7,4,10,2,10,3,9,1,5,1,6,4,6,2,7,4,10,2,10,3,9,1,5,1
3931,2,1,11,4,13,2,5,1,5,3,8,4,8,4,2,1,11,4,13,2,5,1,5,3,8,4,8,4
3932,10,2,12,2,2,3,2,3,1,2,11,2,11,3,10,2,12,2,2,3,2,3,1,2,11,2,11,3
3933,5,2,7,1,2,3,1,2,4,4,12,1,11,3,5,2,7,1,2,3,1,2,4,4,12,1,11,3
3934,7,2,12,2,5,1,4,2,3,3,9,3,3,2,7,2,12,2,5,1,4,2,3,3,9,3,3,2
3935,5,2,2,2,11,1,7,3,7,4,13,3,12,1,5,2,2,2,11,1,7,3,7,4,13,3,12,1
3936,6,1,13,4,2,2,3,3,9,4,9,2,10,4,6,1,13,4,2,2,3,3,9,4,9,2,10,4
3937,2,2,8,2,7,1,7,1,2,1,13,4,6,2,2,2,8,2,7,1,7,1,2,1,13,4,6,2
3938,6,2,13,3,6,1,12,1,12,2,8,1,3,2,6,2,13,3,6,1,12,1,12,2,8,1,3,2
3939,9,3,2,2,9,2,6,3,1,3,9,1,9,4,9,3,2,2,9,2,6,3,1,3,9,1,9,4
3940,5,4,7,1,13,2,4,4,10,3,8,1,10,4,5,4,7,1,13,2,4,4,10,3,8,1,10,4
3941,13,1,9,3,7,2,8,3,7,4,4,4,13,4,13,1,9,3,7,2,8,3,7,4,4,4,13,4
3942,12,2,1,2,8,4,10,1,6,3,5,2,9,3,12,2,1,2,8,4,10,1,6,3,5,2,9,3
3943,5,2,3,1,8,1,13,4,9,3,1,4,4,2,5,2,3,1,8,1,13,4,9,3,1,4,4,2
3944,5,1,7,3,9,4,3,2,3,2,10,2,9,1,5,1,7,3,9,4,3,2,3,2,10,2,9,1
3945,7,1,10,3,1,1,3,1,2,3,12,1,8,4,7,1,10,3,1,1,3,1,2,3,12,1,8,4
3946,5,2,7,1,6,1,10,3,1,2,8,1,11,1,5,2,7,1,6,1,10,3,1,2,8,1,11,1
3947,1,4,9,2,2,2,3,3,10,4,2,2,10,2,1,4,9,2,2,2,3,3,10,4,2,2,10,2
3948,9,4,6,4,10,3,13,1,11,2,5,1,2,1,9,4,6,4,10,3,13,1,11,2,5,1,2,1
3949,9,3,13,4,6,2,13,2,12,3,6,2,4,2,9,3,13,4,6,2,13,2,12,3,6,2,4,2
3950,5,2,3,1,1,4,1,1,9,4,3,2,3,1,5,2,3,1,1,4,1,1,9,4,3,2,3,1
3951,9,4,2,3,12,2,4,4,9,2,5,4,13,1,9,4,2,3,12,2,4,4,9,2,5,4,13,1
3952,6,3,3,1,1,1,9,1,6,2,3,4,12,1,6,3,3,1,1,1,9,1,6,2,3,4,12,1
3953,1,3,7,2,12,3,8,3,4,3,8,1,9,1,1,3,7,2,12,3,8,3,4,3,8,1,9,1
3954,12,1,3,4,3,4,8,2,7,1,1,3,2,2,12,1,3,4,3,4,8,2,7,1,1,3,2,2
3955,4,3,3,4,11,1,5,1,6,3,12,4,10,2,4,3,3,4,11,1,5,1,6,3,12,4,10,2
3956,1,2,1,3,12,3,1,1,12,1,10,2,2,4,1,2,1,3,12,3,1,1,12,1,10,2,2,4
3957,5,4,1,4,8,2,11,3,12,3,1,4,5,4,5,4,1,4,8,2,11,3,12,3,1,4,5,4
3958,8,3,8,4,9,2,12,3,9,1,6,1,5,4,8,3,8,4,9,2,12,3,9,1,6,1,5,4
3959,5,1,3,3,7,3,8,1,13,4,2,1,6,1,5,1,3,3,7,3,8,1,13,4,2,1,6,1
3960,6,1,4,2,8,2,10,4,11,2,12,3,11,2,6,1,4,2,8,2,10,4,11,2,12,3,11,2
3961,5,4,6,2,12,3,7,1,9,1,1,3,2,1,5,4,6,2,12,3,7,1,9,1,1,3,2,1
3962,11,1,5,4,2,2,3,3,13,3,5,3,9,4,11,1,5,4,2,2,3,3,13,3,5,3,9,4
3963,9,2,11,3,8,1,9,4,1,1,1,1,1,2,9,2,11,3,8,1,9,4,1,1,1,1,1,2
3964,12,4,12,1,6,3,9,3,3,3,8,3,8,2,12,4,12,1,6,3,9,3,3,3,8,3,8,2
3965,12,4,2,3,13,3,7,3,12,1,13,1,3,4,12,4,2,3,13,3,7,3,12,1,13,1,3,4
3966,7,2,9,2,4,2,11,4,3,2,10,2,5,1,7,2,9,2,4,2,11,4,3,2,10,2,5,1
3967,10,4,13,3,1,4,7,2,13,3,4,1,2,1,10,4,13,3,1,4,7,2,13,3,4,1,2,1
3968,13,1,6,2,6,2,9,4,4,3,6,3,9,2,13,1,6,2,6,2,9,4,4,3,6,3,9,2
3969,11,2,12,3,11,4,13,3,8,4,13,3,13,1,11,2,12,3,11,4,13,3,8,4,13,3,13,1
3970,6,2,8,4,5,3,13,1,12,1,10,4,12,4,6,2,8,4,5,3,13,1,12,1,10,4,12,4
3971,1,2,4,2,2,2,11,3,8,1,4,4,11,2,1,2,4,2,2,2,11,3,8,1,4,4,11,2
3972,4,1,9,1,12,3,3,2,2,1,5,3,1,2,4,1,9,1,12,3,3,2,2,1,5,3,1,2
3973,5,3,1,3,5,3,1,1,8,1,10,1,3,3,5,3,1,3,5,3,1,1,8,1,10,1,3,3
3974,2,3,6,2,3,3,7,2,5,2,2,1,13,2,2,3,6,2,3,3,7,2,5,2,2,1,13,2
3975,10,3,12,3,10,1,1,3,11,1,3,4,1,3,10,3,12,3,10,1,1,3,11,1,3,4,1,3
3976,11,4,11,3,10,2,12,2,3,2,6,2,13,2,11,4,11,3,10,2,12,2,3,2,6,2,13,2
3977,1,2,10,4,6,4,6,2,7,1,6,1,1,4,1,2,10,4,6,4,6,2,7,1,6,1,1,4
3978,12,4,13,4,2,3,5,3,10,1,10,4,10,4,12,4,13,4,2,3,5,3,10,1,10,4,10,4
3979,5,4,13,1,12,4,5,4,6,2,11,2,10,4,5,4,13,1,12,4,5,4,6,2,11,2,10,4
3980,2,2,1,1,8,1,2,2,5,3,4,4,8,2,2,2,1,1,8,1,2,2,5,3,4,4,8,2
3981,6,3,8,2,2,4,1,3,6,2,12,3,1,1,6,3,8,2,2,4,1,3,6,2,12,3,1,1
3982,1,4,10,4,8,1,6,3,12,4,5,1,4,3,1,4,10,4,8,1,6,3,12,4,5,1,4,3
3983,4,3,7,3,11,3,13,2,7,4,5,2,3,1,4,3,7,3,11,3,13,2,7,4,5,2,3,1
3984,12,2,8,3,12,1,1,4,6,4,13,2,5,3,12,2,8,3,12,1,1,4,6,4,13,2,5,3
3985,5,3,12,3,5,2,6,3,4,4,6,4,5,2,5,3,12,3,5,2,6,3,4,4,6,4,5,2
3986,9,3,1,2,8,3,13,4,12,2,1,4,5,4,9,3,1,2,8,3,13,4,12,2,1,4,5,4
3987,12,2,12,3,10,1,3,4,10,3,9,1,5,4,12,2,12,3,10,1,3,4,10,3,9,1,5,4
3988,13,4,2,3,13,1,3,1,3,4,6,2,6,2,13,4,2,3,13,1,3,1,3,4,6,2,6,2
3989,12,2,7,3,12,4,6,3,3,1,8,1,11,2,12,2,7,3,12,4,6,3,3,1,8,1,11,2
3990,4,2,13,1,2,3,5,3,6,3,10,1,12,4,4,2,13,1,2,3,5,3,6,3,10,1,12,4
3991,8,3,12,4,3,1,12,2,1,4,2,3,2,2,8,3,12,4,3,1,12,2,1,4,2,3,2,2
3992,4,1,5,1,13,4,9,1,8,4,11,3,11,3,4,1,5,1,13,4,9,1,8,4,11,3,11,3
3993,4,1,12,4,7,2,11,2,13,1,6,4,13,1,4,1,12,4,7,2,11,2,13,1,6,4,13,1
3994,2,3,4,1,4,4,7,3,1,3,9,2,11,1,2,3,4,1,4,4,7,3,1,3,9,2,11,1
3995,4,2,7,2,7,2,8,1,3,3,5,4,8,3,4,2,7,2,7,2,8,1,3,3,5,4,8,3
3996,13,2,12,1,12,2,8,4,4,1,11,4,13,1,13,2,12,1,12,2,8,4,4,1,11,4,13,1
3997,11,4,6,1,1,2,3,1,13,3,8,2,4,3,11,4,6,1,1,2,3,1,13,3,8,2,4,3
3998,11,4,5,1,10,2,1,1,6,1,12,3,9,1,11,4,5,1,10,2,1,1,6,1,12,3,9,1
3999,12,4,9,2,3,3,9,3,8,2,2,3,3,4,12,4,9,2,3,3,9,3,8,2,2,3,3,4
4000,8,3,6,4,3,1,4,1,2,1,6,1,11,2,8,3,6,4,3,1,4,1,2,1,6,1,11,2
4001,13,3,11,4,10,3,5,2,1,2,7,2,8,4,13,3,11,4,10,3,5,2,1,2,7,2,8,4
4002,10,1,13,2,5,4,9,3,13,2,5,3,3,2,10,1,13,2,5,4,9,3,13,2,5,3,3,2
4003,3,3,13,4,5,1,6,3,6,3,8,3,11,3,3,3,13,4,5,1,6,3,6,3,8,3,11,3
4004,8,2,2,3,12,4,3,4,1,2,6,4,3,1,8,2,2,3,12,4,3,4,1,2,6,4,3,1
4005,9,3,4,2,3,3,13,4,13,3,8,1,2,1,9,3,4,2,3,3,13,4,13,3,8,1,2,1
4006,2,4,10,4,2,4,12,2,5,3,11,2,11,2,2,4,10,4,2,4,12,2,5,3,11,2,11,2
4007,2,1,2,3,1,1,13,1,8,3,5,3,7,4,2,1,2,3,1,1,13,1,8,3,5,3,7,4
4008,9,1,3,1,8,1,2,3,8,4,1,1,7,2,9,1,3,1,8,1,2,3,8,4,1,1,7,2
4009,8,4,5,3,5,1,7,4,11,3,6,1,1,4,8,4,5,3,5,1,7,4,11,3,6,1,1,4
4010,7,4,1,1,11,3,8,1,3,2,12,2,3,1,7,4,1,1,11,3,8,1,3,2,12,2,3,1
4011,1,3,6,2,8,3,5,2,5,1,12,2,13,1,1,3,6,2,8,3,5,2,5,1,12,2,13,1
4012,4,4,3,2,5,2,4,1,10,4,8,3,4,4,4,4,3,2,5,2,4,1,10,4,8,3,4,4
4013,8,3,1,4,9,1,3,4,12,3,5,3,12,3,8,3,1,4,9,1,3,4,12,3,5,3,12,3
4014,9,1,7,3,5,2,8,4,7,4,2,1,9,3,9,1,7,3,5,2,8,4,7,4,2,1,9,3
4015,13,2,8,4,11,3,10,4,4,1,5,2,12,2,13,2,8,4,11,3,10,4,4,1,5,2,12,2
4016,7,1,3,2,12,2,11,4,9,1,13,1,1,4,7,1,3,2,12,2,11,4,9,1,13,1,1,4
4017,13,1,5,3,6,4,6,4,13,2,13,4,3,3,13,1,5,3,6,4,6,4,13,2,13,4,3,3
4018,2,4,13,2,5,2,6,1,3,4,1,1,4,3,2,4,13,2,5,2,6,1,3,4,1,1,4,3
4019,1,3,5,2,3,1,1,2,5,2,9,2,1,1,1,3,5,2,3,1,1,2,5,2,9,2,1,1
4020,4,4,13,2,7,3,1,2,6,3,11,2,2,2,4,4,13,2,7,3,1,2,6,3,11,2,2,2
4021,2,3,3,4,3,2,1,3,3,1,2,4,12,1,2,3,3,4,3,2,1,3,3,1,2,4,12,1
4022,11,3,1,3,10,1,2,1,10,4,13,2,11,1,11,3,1,3,10,1,2,1,10,4,13,2,11,1
4023,11,3,3,1,5,2,4,1,10,3,11,3,9,2,11,3,3,1,5,2,4,1,10,3,11,3,9,2
4024,3,3,13,3,10,3,2,2,8,4,9,2,6,1,3,3,13,3,10,3,2,2,8,4,9,2,6,1
4025,12,1,5,4,8,4,11,3,5,3,10,1,13,4,12,1,5,4,8,4,11,3,5,3,10,1,13,4
4026,3,1,9,3,8,3,11,2,1,1,6,4,1,2,3,1,9,3,8,3,11,2,1,1,6,4,1,2
4027,12,3,2,4,5,2,9,2,4,2,1,3,10,4,12,3,2,4,5,2,9,2,4,2,1,3,10,4
4028,13,2,10,1,12,4,3,4,13,3,13,3,11,2,13,2,10,1,12,4,3,4,13,3,13,3,11,2
4029,6,4,3,3,8,1,8,1,8,4,2,2,5,2,6,4,3,3,8,1,8,1,8,4,2,2,5,2
4030,9,4,12,4,2,1,11,1,1,2,1,2,8,1,9,4,12,4,2,1,11,1,1,2,1,2,8,1
4031,1,4,4,3,4,2,10,3,1,2,6,3,10,2,1,4,4,3,4,2,10,3,1,2,6,3,10,2
4032,13,2,12,2,1,1,7,1,6,1,6,4,1,4,13,2,12,2,1,1,7,1,6,1,6,4,1,4
4033,11,1,8,3,3,2,13,4,6,3,1,3,2,4,11,1,8,3,3,2,13,4,6,3,1,3,2,4
4034,2,4,13,4,12,1,10,1,9,2,11,2,3,1,2,4,13,4,12,1,10,1,9,2,11,2,3,1
4035,12,3,13,4,5,1,6,2,4,1,2,2,1,2,12,3,13,4,5,1,6,2,4,1,2,2,1,2
4036,9,4,8,2,12,3,12,2,11,1,3,3,8,4,9,4,8,2,12,3,12,2,11,1,3,3,8,4
4037,2,2,12,1,3,3,1,2,12,2,3,3,5,4,2,2,12,1,3,3,1,2,12,2,3,3,5,4
4038,6,2,4,3,13,2,9,1,7,4,13,3,1,3,6,2,4,3,13,2,9,1,7,4,13,3,1,3
4039,12,4,3,3,2,1,9,3,7,2,12,4,7,1,12,4,3,3,2,1,9,3,7,2,12,4,7,1
4040,4,3,1,3,12,4,13,1,12,3,5,2,7,1,4,3,1,3,12,4,13,1,12,3,5,2,7,1
4041,9,1,3,2,11,3,5,3,1,4,10,2,6,3,9,1,3,2,11,3,5,3,1,4,10,2,6,3
4042,13,2,4,1,3,1,9,1,11,3,13,1,7,2,13,2,4,1,3,1,9,1,11,3,13,1,7,2
4043,4,4,4,4,13,2,9,4,2,3,5,4,4,4,4,4,4,4,13,2,9,4,2,3,5,4,4,4
4044,7,1,12,3,11,4,1,2,12,4,12,2,10,2,7,1,12,3,11,4,1,2,12,4,12,2,10,2
4045,11,2,5,3,7,1,1,2,11,2,13,3,3,3,11,2,5,3,7,1,1,2,11,2,13,3,3,3
4046,10,2,13,4,13,2,13,2,8,3,7,3,4,3,10,2,13,4,13,2,13,2,8,3,7,3,4,3
4047,3,2,5,1,10,4,5,1,6,3,11,2,9,1,3,2,5,1,10,4,5,1,6,3,11,2,9,1
4048,11,1,13,2,9,2,5,4,1,1,7,1,2,2,11,1,13,2,9,2,5,4,1,1,7,1,2,2
4049,3,4,8,2,3,3,2,3,4,2,1,3,10,1,3,4,8,2,3,3,2,3,4,2,1,3,10,1
4050,2,2,10,3,13,3,5,3,3,4,7,4,1,1,2,2,10,3,13,3,5,3,3,4,7,4,1,1
4051,13,4,1,3,4,3,12,4,10,4,3,4,3,3,13,4,1,3,4,3,12,4,10,4,3,4,3,3
4052,2,1,11,1,4,1,5,2,13,3,9,2,6,4,2,1,11,1,4,1,5,2,13,3,9,2,6,4
4053,9,1,3,3,11,3,4,4,10,4,5,3,7,2,9,1,3,3,11,3,4,4,10,4,5,3,7,2
4054,12,2,11,2,3,4,10,4,12,1,8,2,2,3,12,2,11,2,3,4,10,4,12,1,8,2,2,3
4055,10,4,10,3,10,3,5,3,7,4,3,3,13,2,10,4,10,3,10,3,5,3,7,4,3,3,13,2
4056,8,4,12,4,7,1,5,3,8,4,3,4,9,1,8,4,12,4,7,1,5,3,8,4,3,4,9,1
4057,12,2,2,4,3,4,10,1,2,2,6,2,6,1,12,2,2,4,3,4,10,1,2,2,6,2,6,1
4058,9,2,4,4,8,2,8,2,1,3,5,3,10,2,9,2,4,4,8,2,8,2,1,3,5,3,10,2
4059,12,3,10,4,9,4,3,4,4,3,9,3,10,1,12,3,10,4,9,4,3,4,4,3,9,3,10,1
4060,13,1,7,3,2,1,2,3,13,1,1,3,2,2,13,1,7,3,2,1,2,3,13,1,1,3,2,2
4061,3,1,4,3,5,1,2,2,2,2,6,1,12,2,3,1,4,3,5,1,2,2,2,2,6,1,12,2
4062,13,2,9,1,5,4,2,2,9,3,7,2,5,3,13,2,9,1,5,4,2,2,9,3,7,2,5,3
4063,6,1,9,4,8,4,13,3,8,1,7,4,10,3,6,1,9,4,8,4,13,3,8,1,7,4,10,3
4064,9,4,9,4,3,2,11,2,8,1,10,3,7,2,9,4,9,4,3,2,11,2,8,1,10,3,7,2
4065,12,3,12,3,13,2,12,2,4,3,4,2,8,3,12,3,12,3,13,2,12,2,4,3,4,2,8,3
4066,2,4,10,2,5,4,1,3,12,2,4,4,6,3,2,4,10,2,5,4,1,3,12,2,4,4,6,3
4067,13,1,3,2,12,1,7,4,13,3,8,3,3,4,13,1,3,2,12,1,7,4,13,3,8,3,3,4
4068,11,3,1,4,6,3,5,3,4,4,6,1,7,3,11,3,1,4,6,3,5,3,4,4,6,1,7,3
4069,4,4,2,4,7,2,5,1,9,2,3,2,13,1,4,4,2,4,7,2,5,1,9,2,3,2,13,1
4070,12,1,7,4,9,2,10,1,8,1,11,4,7,3,12,1,7,4,9,2,10,1,8,1,11,4,7,3
4071,9,1,10,2,13,4,1,1,9,1,8,2,3,2,9,1,10,2,13,4,1,1,9,1,8,2,3,2
4072,5,4,7,4,9,2,10,3,7,4,9,3,12,3,5,4,7,4,9,2,10,3,7,4,9,3,12,3
4073,9,3,11,2,8,2,9,4,12,2,6,1,8,2,9,3,11,2,8,2,9,4,12,2,6,1,8,2
4074,12,3,6,1,2,1,2,1,2,3,13,2,1,1,12,3,6,1,2,1,2,1,2,3,13,2,1,1
4075,10,1,3,3,8,2,4,3,1,2,1,3,4,1,10,1,3,3,8,2,4,3,1,2,1,3,4,1
4076,5,4,12,4,3,4,8,2,13,3,13,1,11,2,5,4,12,4,3,4,8,2,13,3,13,1,11,2
4077,13,3,7,3,11,3,6,3,7,3,3,1,4,4,13,3,7,3,11,3,6,3,7,3,3,1,4,4
4078,10,2,11,1,10,4,13,3,6,4,10,4,13,1,10,2,11,1,10,4,13,3,6,4,10,4,13,1
