,rank1,suit1,rank2,suit2,rank3,suit3,rank4,suit4,rank5,suit5,rank6,suit6,rank7,suit7,class,win
15879,8,clubs,13,clubs,13,clubs,8,hearts,1,spades,13,hearts,4,diamonds,6,1
15880,6,spades,4,diamonds,8,clubs,8,hearts,6,spades,5,clubs,12,clubs,2,1
15881,2,hearts,3,hearts,8,clubs,8,hearts,6,spades,5,clubs,12,clubs,1,-1
15882,1,clubs,11,spades,3,hearts,10,clubs,12,clubs,12,hearts,7,clubs,1,-1
15883,11,hearts,11,spades,3,hearts,10,clubs,12,clubs,12,hearts,7,clubs,2,1
15884,10,clubs,12,hearts,7,diamonds,10,hearts,9,diamonds,8,hearts,3,spades,1,1
15885,11,diamonds,2,hearts,7,diamonds,10,hearts,9,diamonds,8,hearts,3,spades,0,-1
15886,2,hearts,11,hearts,8,spades,8,clubs,9,diamonds,6,hearts,9,spades,2,1
15887,5,hearts,2,clubs,8,spades,8,clubs,9,diamonds,6,hearts,9,spades,2,-1
15888,11,diamonds,1,diamonds,6,diamonds,3,spades,7,spades,12,diamonds,6,spades,1,-1
15889,8,clubs,12,clubs,6,diamonds,3,spades,7,spades,12,diamonds,6,spades,2,1
15890,7,clubs,4,diamonds,8,hearts,1,clubs,6,spades,5,diamonds,10,diamonds,0,-1
15891,1,clubs,7,diamonds,8,hearts,1,clubs,6,spades,5,diamonds,10,diamonds,1,1
15892,3,diamonds,4,clubs,6,clubs,12,hearts,6,hearts,11,diamonds,1,clubs,1,-1
15893,2,hearts,1,spades,6,clubs,12,hearts,6,hearts,11,diamonds,1,clubs,2,1
15894,1,diamonds,4,spades,2,clubs,10,diamonds,8,hearts,6,spades,3,spades,0,-1
15895,5,hearts,8,hearts,2,clubs,10,diamonds,8,hearts,6,spades,3,spades,1,1
15896,5,hearts,7,hearts,11,hearts,13,spades,1,hearts,12,hearts,7,diamonds,5,1
15897,4,spades,13,diamonds,11,hearts,13,spades,1,hearts,12,hearts,7,diamonds,1,-1
15898,3,clubs,3,spades,5,spades,9,spades,10,hearts,1,clubs,7,clubs,1,1
15899,3,hearts,1,hearts,5,spades,9,spades,10,hearts,1,clubs,7,clubs,1,-1
15900,12,clubs,3,spades,13,diamonds,10,diamonds,10,spades,9,diamonds,10,spades,3,-1
15901,1,diamonds,5,diamonds,13,diamonds,10,diamonds,10,spades,9,diamonds,10,spades,5,1
15902,2,hearts,6,diamonds,11,diamonds,2,clubs,4,clubs,5,spades,9,spades,1,1
15903,5,diamonds,8,diamonds,11,diamonds,2,clubs,4,clubs,5,spades,9,spades,1,-1
15904,7,hearts,2,clubs,7,hearts,9,clubs,4,hearts,3,spades,7,diamonds,3,1
15905,4,diamonds,13,clubs,7,hearts,9,clubs,4,hearts,3,spades,7,diamonds,2,-1
15906,11,clubs,12,clubs,6,diamonds,10,spades,7,diamonds,9,spades,7,spades,1,-1
15907,8,clubs,6,hearts,6,diamonds,10,spades,7,diamonds,9,spades,7,spades,2,1
15908,11,spades,9,diamonds,3,clubs,9,clubs,12,diamonds,10,spades,8,clubs,1,1
15909,4,diamonds,1,hearts,3,clubs,9,clubs,12,diamonds,10,spades,8,clubs,0,-1
15910,7,hearts,1,hearts,5,clubs,1,clubs,4,spades,5,clubs,2,hearts,2,1
15911,6,hearts,10,diamonds,5,clubs,1,clubs,4,spades,5,clubs,2,hearts,1,-1
15912,1,diamonds,1,spades,11,hearts,5,spades,13,hearts,7,hearts,8,spades,1,1
15913,12,diamonds,1,clubs,11,hearts,5,spades,13,hearts,7,hearts,8,spades,0,-1
15914,5,clubs,3,clubs,8,hearts,3,diamonds,5,spades,13,spades,1,spades,2,-1
15915,8,spades,13,spades,8,hearts,3,diamonds,5,spades,13,spades,1,spades,5,1
15916,13,hearts,4,spades,9,spades,3,spades,9,hearts,7,diamonds,1,diamonds,1,1
15917,4,spades,13,diamonds,9,spades,3,spades,9,hearts,7,diamonds,1,diamonds,1,-1
15918,3,diamonds,12,diamonds,3,spades,11,hearts,10,hearts,2,clubs,11,hearts,2,1
15919,5,clubs,12,diamonds,3,spades,11,hearts,10,hearts,2,clubs,11,hearts,1,-1
15920,7,clubs,10,diamonds,11,hearts,11,diamonds,4,clubs,13,hearts,6,spades,1,1
15921,3,spades,9,spades,11,hearts,11,diamonds,4,clubs,13,hearts,6,spades,1,-1
15922,4,hearts,9,clubs,4,clubs,10,spades,13,hearts,8,hearts,1,hearts,1,1
15923,2,spades,6,hearts,4,clubs,10,spades,13,hearts,8,hearts,1,hearts,0,-1
15924,5,clubs,10,hearts,2,diamonds,4,spades,12,clubs,7,clubs,2,clubs,1,-1
15925,2,spades,5,spades,2,diamonds,4,spades,12,clubs,7,clubs,2,clubs,3,1
15926,4,diamonds,10,clubs,12,clubs,8,spades,12,hearts,4,hearts,1,clubs,2,1
15927,1,clubs,10,diamonds,12,clubs,8,spades,12,hearts,4,hearts,1,clubs,2,-1
15928,8,spades,12,diamonds,12,spades,13,clubs,4,hearts,13,hearts,13,spades,6,1
15929,5,diamonds,8,spades,12,spades,13,clubs,4,hearts,13,hearts,13,spades,3,-1
15930,3,clubs,6,spades,3,diamonds,2,spades,2,diamonds,8,spades,6,clubs,2,-1
15931,11,clubs,2,hearts,3,diamonds,2,spades,2,diamonds,8,spades,6,clubs,3,1
15932,9,diamonds,7,hearts,5,diamonds,7,clubs,10,hearts,8,clubs,7,spades,3,1
15933,1,spades,3,diamonds,5,diamonds,7,clubs,10,hearts,8,clubs,7,spades,1,-1
15934,5,hearts,9,diamonds,8,hearts,6,spades,4,spades,11,diamonds,12,clubs,0,-1
15935,5,spades,4,spades,8,hearts,6,spades,4,spades,11,diamonds,12,clubs,1,1
15936,10,spades,1,hearts,3,diamonds,7,clubs,13,diamonds,11,clubs,6,hearts,0,-1
15937,13,diamonds,12,diamonds,3,diamonds,7,clubs,13,diamonds,11,clubs,6,hearts,1,1
15938,5,hearts,3,clubs,13,diamonds,11,diamonds,8,spades,2,clubs,3,diamonds,1,1
15939,7,hearts,4,hearts,13,diamonds,11,diamonds,8,spades,2,clubs,3,diamonds,0,-1
15940,10,spades,7,diamonds,2,diamonds,1,clubs,11,diamonds,11,diamonds,12,clubs,1,1
15941,9,spades,8,spades,2,diamonds,1,clubs,11,diamonds,11,diamonds,12,clubs,1,-1
15942,6,spades,7,clubs,4,spades,9,diamonds,10,clubs,6,diamonds,13,spades,1,1
15943,3,diamonds,6,spades,4,spades,9,diamonds,10,clubs,6,diamonds,13,spades,1,-1
15944,8,hearts,10,hearts,4,spades,8,spades,2,diamonds,13,clubs,12,diamonds,1,1
15945,1,spades,8,clubs,4,spades,8,spades,2,diamonds,13,clubs,12,diamonds,1,-1
15946,9,spades,2,spades,6,diamonds,5,clubs,8,hearts,1,hearts,12,spades,0,-1
15947,12,spades,4,spades,6,diamonds,5,clubs,8,hearts,1,hearts,12,spades,1,1
15948,8,clubs,12,clubs,6,clubs,11,clubs,10,diamonds,5,diamonds,5,hearts,1,-1
15949,5,hearts,10,spades,6,clubs,11,clubs,10,diamonds,5,diamonds,5,hearts,6,1
15950,2,hearts,7,hearts,11,spades,7,diamonds,4,diamonds,4,diamonds,9,spades,2,1
15951,3,clubs,12,diamonds,11,spades,7,diamonds,4,diamonds,4,diamonds,9,spades,1,-1
15952,8,spades,6,clubs,2,clubs,1,hearts,3,clubs,8,hearts,6,diamonds,2,1
15953,4,spades,8,hearts,2,clubs,1,hearts,3,clubs,8,hearts,6,diamonds,1,-1
15954,13,diamonds,1,hearts,4,spades,1,diamonds,5,spades,9,hearts,10,diamonds,1,1
15955,2,spades,13,spades,4,spades,1,diamonds,5,spades,9,hearts,10,diamonds,0,-1
15956,13,hearts,11,clubs,13,hearts,9,spades,9,clubs,4,spades,3,clubs,2,1
15957,2,diamonds,4,diamonds,13,hearts,9,spades,9,clubs,4,spades,3,clubs,2,-1
15958,6,diamonds,2,hearts,3,spades,5,clubs,13,hearts,7,diamonds,13,diamonds,1,-1
15959,7,hearts,6,spades,3,spades,5,clubs,13,hearts,7,diamonds,13,diamonds,2,1
15960,9,diamonds,9,hearts,13,spades,4,hearts,8,clubs,5,hearts,13,clubs,2,1
15961,1,hearts,9,clubs,13,spades,4,hearts,8,clubs,5,hearts,13,clubs,1,-1
15962,5,clubs,9,clubs,10,spades,11,clubs,9,spades,9,clubs,5,diamonds,6,1
15963,10,clubs,10,hearts,10,spades,11,clubs,9,spades,9,clubs,5,diamonds,6,-1
15964,11,hearts,6,spades,10,spades,1,diamonds,4,spades,9,diamonds,12,diamonds,0,-1
15965,11,clubs,1,clubs,10,spades,1,diamonds,4,spades,9,diamonds,12,diamonds,1,1
15966,11,clubs,4,hearts,12,hearts,4,hearts,8,diamonds,5,hearts,3,hearts,5,1
15967,11,diamonds,6,clubs,12,hearts,4,hearts,8,diamonds,5,hearts,3,hearts,0,-1
15968,5,spades,6,clubs,11,clubs,4,clubs,8,clubs,6,diamonds,7,hearts,1,1
15969,13,hearts,4,diamonds,11,clubs,4,clubs,8,clubs,6,diamonds,7,hearts,1,-1
15970,1,spades,3,clubs,3,diamonds,7,hearts,2,diamonds,12,hearts,8,spades,1,1
15971,10,clubs,8,hearts,3,diamonds,7,hearts,2,diamonds,12,hearts,8,spades,1,-1
15972,5,clubs,3,hearts,9,hearts,8,hearts,5,hearts,7,diamonds,13,hearts,5,1
15973,13,clubs,13,spades,9,hearts,8,hearts,5,hearts,7,diamonds,13,hearts,3,-1
15974,4,clubs,9,clubs,8,diamonds,4,hearts,9,hearts,6,hearts,6,diamonds,2,1
15975,3,diamonds,8,clubs,8,diamonds,4,hearts,9,hearts,6,hearts,6,diamonds,2,-1
15976,11,diamonds,13,spades,6,spades,2,clubs,5,hearts,9,diamonds,6,diamonds,1,-1
15977,12,hearts,9,hearts,6,spades,2,clubs,5,hearts,9,diamonds,6,diamonds,2,1
15978,1,spades,6,hearts,8,clubs,10,spades,8,spades,8,spades,1,spades,6,1
15979,12,diamonds,3,diamonds,8,clubs,10,spades,8,spades,8,spades,1,spades,3,-1
15980,5,spades,5,diamonds,3,clubs,8,hearts,10,hearts,3,diamonds,13,hearts,2,1
15981,12,spades,6,diamonds,3,clubs,8,hearts,10,hearts,3,diamonds,13,hearts,1,-1
15982,13,hearts,10,diamonds,8,diamonds,2,diamonds,6,hearts,13,clubs,10,clubs,2,1
15983,5,hearts,5,diamonds,8,diamonds,2,diamonds,6,hearts,13,clubs,10,clubs,1,-1
15984,7,hearts,11,diamonds,9,hearts,10,clubs,13,diamonds,1,clubs,11,hearts,1,1
15985,2,clubs,7,hearts,9,hearts,10,clubs,13,diamonds,1,clubs,11,hearts,0,-1
15986,8,clubs,11,hearts,6,hearts,13,clubs,3,diamonds,4,clubs,3,spades,1,-1
15987,3,hearts,2,diamonds,6,hearts,13,clubs,3,diamonds,4,clubs,3,spades,3,1
15988,7,diamonds,5,clubs,4,spades,7,hearts,2,hearts,9,clubs,1,clubs,1,1
15989,11,clubs,9,hearts,4,spades,7,hearts,2,hearts,9,clubs,1,clubs,1,-1
15990,1,clubs,9,diamonds,2,hearts,9,spades,7,clubs,1,diamonds,1,spades,6,1
15991,2,clubs,13,hearts,2,hearts,9,spades,7,clubs,1,diamonds,1,spades,2,-1
15992,4,clubs,6,clubs,12,clubs,6,spades,7,hearts,1,diamonds,12,clubs,2,-1
15993,6,diamonds,12,clubs,12,clubs,6,spades,7,hearts,1,diamonds,12,clubs,6,1
15994,7,clubs,13,clubs,1,hearts,1,spades,13,spades,8,clubs,11,diamonds,2,1
15995,6,hearts,10,clubs,1,hearts,1,spades,13,spades,8,clubs,11,diamonds,1,-1
15996,8,spades,2,spades,1,diamonds,11,diamonds,13,hearts,5,hearts,5,hearts,1,1
15997,7,diamonds,8,clubs,1,diamonds,11,diamonds,13,hearts,5,hearts,5,hearts,1,-1
15998,12,spades,6,hearts,3,hearts,2,diamonds,10,diamonds,5,diamonds,9,hearts,0,1
15999,12,diamonds,7,hearts,3,hearts,2,diamonds,10,diamonds,5,diamonds,9,hearts,0,-1
16000,6,spades,2,hearts,7,clubs,5,spades,4,diamonds,7,diamonds,3,spades,1,-1
16001,7,spades,10,hearts,7,clubs,5,spades,4,diamonds,7,diamonds,3,spades,3,1
16002,7,hearts,1,clubs,1,clubs,2,spades,8,clubs,12,clubs,10,diamonds,1,1
16003,4,clubs,13,hearts,1,clubs,2,spades,8,clubs,12,clubs,10,diamonds,0,-1
16004,11,hearts,7,diamonds,4,clubs,8,diamonds,2,clubs,9,diamonds,5,diamonds,0,-1
16005,8,clubs,13,diamonds,4,clubs,8,diamonds,2,clubs,9,diamonds,5,diamonds,1,1
16006,13,clubs,2,clubs,1,hearts,2,diamonds,7,hearts,7,clubs,12,diamonds,2,1
16007,5,hearts,11,clubs,1,hearts,2,diamonds,7,hearts,7,clubs,12,diamonds,1,-1
16008,13,clubs,4,hearts,5,clubs,7,diamonds,9,hearts,8,hearts,6,hearts,0,-1
16009,13,hearts,12,hearts,5,clubs,7,diamonds,9,hearts,8,hearts,6,hearts,5,1
16010,3,diamonds,9,clubs,6,diamonds,3,clubs,12,spades,12,clubs,9,spades,2,1
16011,8,hearts,9,spades,6,diamonds,3,clubs,12,spades,12,clubs,9,spades,2,-1
16012,6,hearts,10,diamonds,3,spades,11,spades,13,clubs,8,diamonds,9,diamonds,0,-1
16013,2,hearts,3,diamonds,3,spades,11,spades,13,clubs,8,diamonds,9,diamonds,1,1
16014,13,diamonds,12,spades,8,spades,2,spades,10,hearts,9,spades,5,spades,5,1
16015,12,hearts,5,clubs,8,spades,2,spades,10,hearts,9,spades,5,spades,1,-1
16016,1,hearts,5,diamonds,7,hearts,8,hearts,2,diamonds,2,spades,2,diamonds,3,-1
16017,12,spades,8,diamonds,7,hearts,8,hearts,2,diamonds,2,spades,2,diamonds,6,1
16018,12,clubs,8,spades,2,spades,10,clubs,2,hearts,2,hearts,2,hearts,7,1
16019,4,clubs,13,clubs,2,spades,10,clubs,2,hearts,2,hearts,2,hearts,7,-1
16020,11,spades,10,diamonds,3,spades,1,clubs,8,spades,12,spades,4,clubs,0,-1
16021,9,diamonds,4,diamonds,3,spades,1,clubs,8,spades,12,spades,4,clubs,1,1
16022,1,diamonds,3,spades,4,hearts,10,spades,3,spades,5,hearts,2,spades,1,1
16023,3,hearts,11,diamonds,4,hearts,10,spades,3,spades,5,hearts,2,spades,1,-1
16024,10,hearts,1,hearts,12,diamonds,11,clubs,6,hearts,2,hearts,10,hearts,5,1
16025,5,hearts,11,diamonds,12,diamonds,11,clubs,6,hearts,2,hearts,10,hearts,1,-1
16026,10,hearts,7,clubs,11,clubs,11,hearts,12,clubs,10,hearts,2,spades,2,1
16027,4,clubs,9,clubs,11,clubs,11,hearts,12,clubs,10,hearts,2,spades,1,-1
16028,2,clubs,13,hearts,10,hearts,5,diamonds,2,diamonds,13,hearts,9,clubs,2,1
16029,11,clubs,4,hearts,10,hearts,5,diamonds,2,diamonds,13,hearts,9,clubs,0,-1
16030,3,clubs,5,clubs,8,diamonds,12,spades,13,spades,5,diamonds,5,hearts,3,1
16031,13,diamonds,4,spades,8,diamonds,12,spades,13,spades,5,diamonds,5,hearts,2,-1
16032,3,spades,4,clubs,12,hearts,4,clubs,9,clubs,2,clubs,5,spades,1,1
16033,13,hearts,1,spades,12,hearts,4,clubs,9,clubs,2,clubs,5,spades,0,-1
16034,6,hearts,8,spades,5,diamonds,7,clubs,9,hearts,7,hearts,13,diamonds,1,-1
16035,2,spades,13,clubs,5,diamonds,7,clubs,9,hearts,7,hearts,13,diamonds,2,1
16036,5,hearts,8,diamonds,8,spades,8,hearts,11,spades,4,clubs,12,clubs,3,1
16037,6,diamonds,3,clubs,8,spades,8,hearts,11,spades,4,clubs,12,clubs,1,-1
16038,8,spades,1,clubs,2,clubs,10,spades,8,diamonds,7,clubs,2,spades,2,1
16039,11,hearts,9,diamonds,2,clubs,10,spades,8,diamonds,7,clubs,2,spades,1,-1
16040,10,diamonds,4,spades,9,diamonds,9,spades,7,spades,4,diamonds,1,spades,2,1
16041,7,diamonds,6,diamonds,9,diamonds,9,spades,7,spades,4,diamonds,1,spades,2,-1
16042,4,clubs,1,diamonds,5,spades,9,spades,11,diamonds,2,clubs,11,spades,1,-1
16043,11,diamonds,12,clubs,5,spades,9,spades,11,diamonds,2,clubs,11,spades,3,1
16044,12,hearts,9,clubs,9,hearts,2,spades,12,diamonds,4,spades,10,diamonds,2,1
16045,5,spades,11,spades,9,hearts,2,spades,12,diamonds,4,spades,10,diamonds,0,-1
16046,13,diamonds,5,hearts,8,diamonds,1,hearts,5,hearts,2,spades,2,diamonds,2,1
16047,5,clubs,7,diamonds,8,diamonds,1,hearts,5,hearts,2,spades,2,diamonds,2,-1
16048,13,diamonds,1,clubs,4,diamonds,9,clubs,8,clubs,1,spades,8,hearts,2,1
16049,12,spades,10,spades,4,diamonds,9,clubs,8,clubs,1,spades,8,hearts,1,-1
16050,8,diamonds,13,hearts,11,clubs,11,spades,4,spades,4,clubs,2,spades,2,-1
16051,4,clubs,10,hearts,11,clubs,11,spades,4,spades,4,clubs,2,spades,6,1
16052,13,spades,5,clubs,1,diamonds,9,clubs,8,diamonds,7,spades,9,hearts,1,-1
16053,8,clubs,2,diamonds,1,diamonds,9,clubs,8,diamonds,7,spades,9,hearts,2,1
16054,6,hearts,12,clubs,2,hearts,3,diamonds,4,diamonds,8,spades,9,hearts,0,-1
16055,9,hearts,11,hearts,2,hearts,3,diamonds,4,diamonds,8,spades,9,hearts,1,1
16056,1,spades,2,spades,7,spades,11,spades,1,clubs,8,hearts,12,hearts,1,1
16057,4,diamonds,5,diamonds,7,spades,11,spades,1,clubs,8,hearts,12,hearts,0,-1
16058,12,hearts,12,spades,13,spades,12,clubs,1,spades,3,clubs,7,spades,3,1
16059,1,spades,5,hearts,13,spades,12,clubs,1,spades,3,clubs,7,spades,1,-1
16060,13,diamonds,7,hearts,1,spades,5,hearts,5,diamonds,11,diamonds,5,diamonds,3,-1
16061,2,hearts,5,spades,1,spades,5,hearts,5,diamonds,11,diamonds,5,diamonds,7,1
16062,6,clubs,11,spades,6,hearts,7,spades,8,clubs,12,diamonds,12,diamonds,2,1
16063,8,diamonds,6,hearts,6,hearts,7,spades,8,clubs,12,diamonds,12,diamonds,2,-1
16064,13,clubs,5,diamonds,2,hearts,12,hearts,11,spades,5,clubs,5,clubs,3,1
16065,3,hearts,10,clubs,2,hearts,12,hearts,11,spades,5,clubs,5,clubs,1,-1
16066,6,hearts,9,hearts,2,diamonds,8,hearts,8,clubs,13,clubs,3,clubs,1,-1
16067,13,clubs,13,diamonds,2,diamonds,8,hearts,8,clubs,13,clubs,3,clubs,6,1
16068,7,diamonds,6,spades,2,hearts,4,diamonds,11,spades,3,spades,8,clubs,0,1
16069,6,spades,1,spades,2,hearts,4,diamonds,11,spades,3,spades,8,clubs,0,-1
16070,10,clubs,3,hearts,5,spades,13,diamonds,3,hearts,7,hearts,7,diamonds,2,-1
16071,12,diamonds,7,hearts,5,spades,13,diamonds,3,hearts,7,hearts,7,diamonds,3,1
16072,7,clubs,11,clubs,2,clubs,7,diamonds,7,hearts,6,spades,7,hearts,7,1
16073,6,spades,5,diamonds,2,clubs,7,diamonds,7,hearts,6,spades,7,hearts,6,-1
16074,4,spades,2,clubs,1,hearts,8,diamonds,5,diamonds,13,clubs,9,clubs,0,1
16075,11,spades,7,clubs,1,hearts,8,diamonds,5,diamonds,13,clubs,9,clubs,0,-1
16076,13,diamonds,5,clubs,8,diamonds,7,hearts,10,hearts,4,clubs,2,hearts,0,1
16077,11,clubs,9,spades,8,diamonds,7,hearts,10,hearts,4,clubs,2,hearts,0,-1
16078,5,hearts,2,hearts,7,diamonds,9,diamonds,13,hearts,6,diamonds,3,clubs,0,-1
16079,1,diamonds,9,spades,7,diamonds,9,diamonds,13,hearts,6,diamonds,3,clubs,1,1
16080,4,clubs,11,diamonds,10,diamonds,1,clubs,4,spades,13,clubs,6,clubs,1,1
16081,11,hearts,8,clubs,10,diamonds,1,clubs,4,spades,13,clubs,6,clubs,0,-1
16082,11,diamonds,1,diamonds,11,clubs,2,clubs,11,spades,6,diamonds,6,hearts,6,1
16083,1,spades,13,diamonds,11,clubs,2,clubs,11,spades,6,diamonds,6,hearts,2,-1
16084,11,clubs,11,hearts,10,clubs,9,spades,6,clubs,8,diamonds,4,hearts,1,1
16085,12,clubs,3,clubs,10,clubs,9,spades,6,clubs,8,diamonds,4,hearts,0,-1
16086,7,spades,12,diamonds,6,hearts,2,spades,4,diamonds,11,spades,11,hearts,1,1
16087,9,spades,7,diamonds,6,hearts,2,spades,4,diamonds,11,spades,11,hearts,1,-1
16088,8,spades,9,clubs,10,hearts,10,clubs,13,spades,3,hearts,4,diamonds,1,-1
16089,5,clubs,4,hearts,10,hearts,10,clubs,13,spades,3,hearts,4,diamonds,2,1
16090,1,hearts,7,hearts,7,hearts,10,diamonds,6,clubs,6,clubs,8,clubs,2,1
16091,5,spades,4,diamonds,7,hearts,10,diamonds,6,clubs,6,clubs,8,clubs,1,-1
16092,10,diamonds,5,diamonds,5,spades,8,clubs,1,diamonds,7,clubs,9,hearts,1,1
16093,1,hearts,11,hearts,5,spades,8,clubs,1,diamonds,7,clubs,9,hearts,1,-1
16094,3,diamonds,4,clubs,5,spades,3,spades,8,diamonds,2,diamonds,1,diamonds,1,1
16095,10,spades,8,clubs,5,spades,3,spades,8,diamonds,2,diamonds,1,diamonds,1,-1
16096,4,spades,3,spades,9,hearts,3,clubs,2,spades,1,diamonds,2,diamonds,2,1
16097,10,clubs,8,diamonds,9,hearts,3,clubs,2,spades,1,diamonds,2,diamonds,1,-1
16098,12,clubs,7,spades,4,clubs,6,diamonds,1,spades,12,hearts,5,spades,1,1
16099,7,hearts,1,diamonds,4,clubs,6,diamonds,1,spades,12,hearts,5,spades,1,-1
16100,10,clubs,11,hearts,2,spades,9,diamonds,13,hearts,8,diamonds,9,diamonds,1,1
16101,11,clubs,1,clubs,2,spades,9,diamonds,13,hearts,8,diamonds,9,diamonds,1,-1
16102,10,hearts,3,clubs,9,spades,3,clubs,7,clubs,4,diamonds,2,clubs,1,1
16103,12,spades,5,spades,9,spades,3,clubs,7,clubs,4,diamonds,2,clubs,0,-1
16104,7,hearts,11,clubs,9,spades,2,diamonds,11,diamonds,10,spades,6,clubs,1,1
16105,6,spades,3,hearts,9,spades,2,diamonds,11,diamonds,10,spades,6,clubs,1,-1
16106,6,spades,6,hearts,2,clubs,7,clubs,3,hearts,11,clubs,7,hearts,2,1
16107,5,spades,13,hearts,2,clubs,7,clubs,3,hearts,11,clubs,7,hearts,1,-1
16108,8,hearts,6,spades,7,clubs,7,diamonds,6,diamonds,11,clubs,9,hearts,2,1
16109,6,hearts,5,hearts,7,clubs,7,diamonds,6,diamonds,11,clubs,9,hearts,2,-1
16110,3,hearts,7,hearts,8,hearts,5,diamonds,3,diamonds,5,clubs,5,hearts,6,1
16111,13,hearts,8,spades,8,hearts,5,diamonds,3,diamonds,5,clubs,5,hearts,6,-1
16112,7,diamonds,4,spades,3,spades,5,diamonds,1,spades,13,hearts,11,diamonds,0,-1
16113,1,spades,7,hearts,3,spades,5,diamonds,1,spades,13,hearts,11,diamonds,1,1
16114,2,hearts,12,hearts,1,hearts,5,spades,9,diamonds,1,spades,9,spades,2,1
16115,12,hearts,7,clubs,1,hearts,5,spades,9,diamonds,1,spades,9,spades,2,-1
16116,10,diamonds,2,clubs,2,hearts,7,clubs,10,spades,9,diamonds,2,spades,6,1
16117,13,clubs,5,diamonds,2,hearts,7,clubs,10,spades,9,diamonds,2,spades,1,-1
16118,2,spades,2,diamonds,3,diamonds,12,hearts,12,spades,8,clubs,5,hearts,2,1
16119,8,clubs,4,clubs,3,diamonds,12,hearts,12,spades,8,clubs,5,hearts,2,-1
16120,7,clubs,12,hearts,1,hearts,5,hearts,9,diamonds,11,spades,2,diamonds,0,-1
16121,8,hearts,5,diamonds,1,hearts,5,hearts,9,diamonds,11,spades,2,diamonds,1,1
16122,4,clubs,11,spades,5,clubs,5,diamonds,6,diamonds,4,diamonds,12,diamonds,2,1
16123,7,clubs,2,spades,5,clubs,5,diamonds,6,diamonds,4,diamonds,12,diamonds,1,-1
16124,11,spades,1,spades,8,spades,3,clubs,13,spades,4,spades,6,clubs,5,1
16125,10,clubs,7,diamonds,8,spades,3,clubs,13,spades,4,spades,6,clubs,0,-1
16126,8,spades,4,diamonds,1,clubs,10,diamonds,6,hearts,3,hearts,12,spades,0,-1
16127,6,spades,3,diamonds,1,clubs,10,diamonds,6,hearts,3,hearts,12,spades,2,1
16128,2,diamonds,5,hearts,12,hearts,5,spades,10,spades,11,spades,7,diamonds,1,1
16129,5,hearts,8,clubs,12,hearts,5,spades,10,spades,11,spades,7,diamonds,1,-1
16130,5,spades,8,spades,6,clubs,4,clubs,2,diamonds,12,hearts,10,clubs,0,-1
16131,10,clubs,3,clubs,6,clubs,4,clubs,2,diamonds,12,hearts,10,clubs,5,1
16132,1,clubs,11,clubs,10,diamonds,2,spades,8,hearts,13,diamonds,12,spades,0,1
16133,5,spades,9,diamonds,10,diamonds,2,spades,8,hearts,13,diamonds,12,spades,0,-1
16134,8,clubs,9,clubs,12,clubs,11,spades,7,hearts,13,clubs,10,spades,0,1
16135,2,spades,5,hearts,12,clubs,11,spades,7,hearts,13,clubs,10,spades,0,-1
16136,2,diamonds,3,hearts,11,clubs,4,hearts,3,clubs,8,hearts,7,hearts,1,1
16137,10,diamonds,3,diamonds,11,clubs,4,hearts,3,clubs,8,hearts,7,hearts,1,-1
16138,4,spades,11,spades,7,clubs,13,clubs,4,diamonds,6,diamonds,11,spades,2,1
16139,3,spades,9,hearts,7,clubs,13,clubs,4,diamonds,6,diamonds,11,spades,0,-1
16140,11,diamonds,11,hearts,4,diamonds,2,clubs,12,hearts,4,spades,10,spades,2,1
16141,8,diamonds,5,spades,4,diamonds,2,clubs,12,hearts,4,spades,10,spades,1,-1
16142,8,clubs,8,diamonds,6,diamonds,12,hearts,12,spades,3,clubs,9,hearts,2,1
16143,6,hearts,10,spades,6,diamonds,12,hearts,12,spades,3,clubs,9,hearts,2,-1
16144,3,diamonds,6,diamonds,13,diamonds,7,hearts,1,diamonds,4,diamonds,11,clubs,5,1
16145,3,clubs,7,clubs,13,diamonds,7,hearts,1,diamonds,4,diamonds,11,clubs,1,-1
16146,1,hearts,7,clubs,11,clubs,7,hearts,7,clubs,1,hearts,2,diamonds,6,1
16147,7,spades,2,clubs,11,clubs,7,hearts,7,clubs,1,hearts,2,diamonds,6,-1
16148,4,clubs,2,hearts,2,hearts,13,clubs,1,hearts,5,spades,9,clubs,1,1
16149,9,diamonds,7,clubs,2,hearts,13,clubs,1,hearts,5,spades,9,clubs,1,-1
16150,10,hearts,7,diamonds,6,diamonds,2,clubs,12,diamonds,10,hearts,2,clubs,2,1
16151,1,diamonds,6,spades,6,diamonds,2,clubs,12,diamonds,10,hearts,2,clubs,2,-1
16152,7,diamonds,9,spades,11,clubs,13,hearts,13,diamonds,3,diamonds,12,clubs,1,1
16153,2,hearts,1,spades,11,clubs,13,hearts,13,diamonds,3,diamonds,12,clubs,1,-1
16154,2,spades,9,clubs,8,diamonds,11,clubs,12,diamonds,13,diamonds,4,hearts,0,1
16155,2,spades,10,clubs,8,diamonds,11,clubs,12,diamonds,13,diamonds,4,hearts,0,-1
16156,5,spades,4,spades,6,clubs,12,spades,4,spades,8,spades,6,clubs,5,1
16157,10,clubs,8,diamonds,6,clubs,12,spades,4,spades,8,spades,6,clubs,2,-1
16158,2,clubs,2,diamonds,7,spades,11,spades,11,diamonds,2,hearts,4,diamonds,6,1
16159,13,diamonds,13,clubs,7,spades,11,spades,11,diamonds,2,hearts,4,diamonds,2,-1
